	id	posted_date	posted_days	review	review_rating
10	yuzu-japanese-dining-bethesda	2015-09-17	94.0	We walk by this place constantly in that never-ending serch for a decent lunch (fas) place in Bethesda.  Yes you all:  Bethesda.  Yes there are tons to eat, but if you work here, you will find that most places are sit-down and take way too long for a lunch.  Boss was paying, so why not?  Walked in for the first time and was pleasantly surprised at the decor.  It is much larger than it appears from the outside.  Got the Bento Box for $12,95 and it was good, nothing to complain about.  Not much meat and no roll?  He got a plate of rolls which were good and the rice was very fresh.  One thing that always got to me from reading the menu that they have outside the door are the prices.  A bit high, but then again, we are in Bethesda.  I get it......the landlords that control  EVERYTHING probably have their lease jacked higher than the Hilton Hotel tower. 	3.0
11	yuzu-japanese-dining-bethesda	2015-10-07	74.0	I was born and raised in the area and have lived right by this place since it opened. It is easily top 2 or 3 Japanese/sushi places in Bethesda, and when you factor in price, it's outright the best.   I've had great meals dining it but was most recently impressed with the takeout sushi. 	4.0
12	yuzu-japanese-dining-bethesda	2015-11-09	41.0	The food was very low quality for the price and some of the items in the bento lunch seemed to come from prepackaged products not to mention the flavor was not very Japanese and the tea was flavorless.  I wouldn't recommend this as a Japanese option but the ambience was nice and clean. 	2.0
13	yuzu-japanese-dining-bethesda	2015-12-06	14.0	Expected more for the price! The portions are too small. You can get more with the same quality not too far from there and at a more convenient location with easier parking. It could've been a gem but it is missing the mark, maybe overpriced to pay the bills but it won't bring popularity. Service has a lot to improve... 	2.0
14	yuzu-japanese-dining-bethesda	2015-06-05	198.0	Went to Bethesda with my girlfriend to see a play at 8pm on Friday, so we decided to try Yuzu out based on the 4 star review average. We were seated by 6:40pm, submitted our order shortly after. Food was taking a while so they comped us a seaweed salad, but neither of us liked seaweed so that was a waste. Finally got our Tsukune appetizer 30 minutes after placing our orders. So 30 minutes to cook two chicken meat balls...   By 7:25pm we were still waiting for our sushi and at this point were irate with no updates on our order. We decided to simply leave before one of us lost our composure and told them we had to go since we had a show to attend and didn't want to have to scarf down pricey sushi just to make it on time, assuming we would have gotten the food in time to do even that.   We went to subway a block over and at least we're able to get our fill there promptly and for cheap. Not exactly the optimal date night dinner we had hoped for prior to my gf flying out the next day for a week long business trip.   Been a long long time since I simply up and left a restaurant like that.   At least the staff was cordial about it and didn't seem surprised or try to convince us.  They need to do some serious review of their operations and fix the bottleneck. I'd be glad to consult as an operations manager. 	1.0
15	yuzu-japanese-dining-bethesda	2015-05-22	212.0	We stumbled upon this place while walking to our hotel around the corner. We were craving some sushi after a long conference day. We walked inside and was pleasantly surprised at the space and how nice everything looked. There was a nice sitting area up front so we sat there to determine what tasty rolls to order for take-out.   So many interesting options! The place must be authentic, we thought. So we each ordered two rolls - one of the special rolls like lobster, and one other roll like spicy tuna or salmon. Got a seaweed appetizer to share. Order placed by a nice gentlemen - now to wait for the food to take back to the hotel!   So the three of us just started chatting... about the conference, about life, husbands, science, kids, World World I... we witnessed a cute prom couple (so cute!)... and we realized it was probably 40 minutes and the food hasn't come. We were getting irritated and tired but finally, a man brings us the sushi boxes in a paper bag; he looked anxious, apologized, and quickly left.   We then walk back to the hotel, looking forward to eating. How disappointing! The rolls were so small ! Okay, for the simple rolls that is expected. But for a special roll? My two rolls comfortably sat in a small container and I paid $22 for this? They were good but great. Nothing special. The seaweed salad, however, was terrific. Three types of seaweed that were lightly salted. We enjoyed the salad. The sushi was good too but we were disappointed at the value / taste, especially after the slow service. Although we were visitors to Bethesda, we wouldn't want to come back again. They say everything is expensive in Bethesda but we experienced bigger portions and taste for the money in other restaurants in the area. 	2.0
16	yuzu-japanese-dining-bethesda	2015-04-24	240.0	I came here on a weeknight and it was pretty empty so I don't think reservations are required. The sushi was pretty good but nothing out of the ordinary. Prices were kind of high but it's in Bethesda so that's expected. I ordered a hot sake but it came out room temperate, asked them to warm it up and it came out slightly warmer lol. I mean I guess they were afraid we would burn our tongues. Sushi rolls seems to be worth the price and pretty tasty. 	3.0
17	yuzu-japanese-dining-bethesda	2015-11-17	33.0	Awesome food and service. Arguably the best Japanese food in the WDC area. 	5.0
18	yuzu-japanese-dining-bethesda	2015-08-10	132.0	The sushi rolls and miso soup I had were great. The service was good. It says here they have free wi-fi but when I asked for the password they said they do not give it out. 	3.0
19	yuzu-japanese-dining-bethesda	2013-11-30	750.0	I just finished lunch here with my aunt and brother; it was a pleasant experience. The staff is very accommodating and friendly. The interior of the restaurant is modern but still has a Japanese flair to it. However, I wish there was some kind of partition at the front door to prevent the chilly air from directly coming in contact with the patrons.  Anyways, we ordered a multitude of dishes which included tofu, scallop carppacio, flounder sashimi, the larger sashimi assortment, and others. The sashimi itself was decent, nothing really exceptional; however I did enjoy the fact that scallop came with the assortment. I reserve judgment until I try the omakase at dinner time.  The dessert here is fantastic! Our hostess verified that all the desserts are made by the chef's wife. I actually ate FIVE portions of the dessert by myself. Two portions of the chocolate cake, caramel cheesecake, panna cotta, and all 3 flavors of the ice cream (yuzu, black sesame, green tea). The panna cotta was absolutely divine, with the most delicate silken texture that I have ever had in a custard.   I will come back in the near future for the omakase, and of course the dessert! 	4.0
20	yuzu-japanese-dining-bethesda	2013-10-28	783.0	"I came in craving Udon thanks to their sign on the sidewalk.  Unfortunately, I was a bit late as they were out.  No biggie, the menu was robust enough for me to find another suitable option.  I opted for OSHINKO and the small SHRIMP AND VEGETABLE TEMPURA PLATE.  The OSHINKO, house made pickles, were disappointing.  They really didn't taste very pickled.  If I had wanted a selection of veggies, I would have just ordered veggies or gotten the large tempura plate.  The small SHRIMP AND VEGETABLE TEMPURA PLATE was of average quality and taste.  However, the ""small"" was a very decent size with a generous amount of shrimp.  All the food arrived promptly and the service was friendly.  While my meal didn't blow me away, I'd be open to returning to give the Udon a chance... "	3.0
21	yuzu-japanese-dining-bethesda	2015-02-10	313.0	"Yuzu was tasty for sure.  The sushi was well made, and the hot dishes we got all were well seasoned and executed better than I had expected.   The only real feedback that I have for Yuzu was service. Understanding that a meal in a Japanese restaurant doesn't always get served in what we would consider a traditional format, the food for our meal was a bit ""Too"" staggered.    There were three of us, and we each order a soup, a small plate, and at least one sushi dish.  It took a good amount of time for the food to start rolling out and when it did it was very inconsistent, with one member of our party almost completely finishing his meal before another was given his second dish.    Notable dishes from our meal were the Corn Tempura, served with a tasty wasabi salt and O-Toro Nigiri.  We also order a few of their specials that ranged in success.  The Blue Crab miso, while tasting very good, wasn't really served in a way that my friend could eat it (just a large split chunk of crab body).  The spicy chicken was excellent, well fried and the spicy sauce offered the perfect level of heat.   Overall, Ill be back to Yuzu - but lets get the service issues worked out. "	4.0
22	yuzu-japanese-dining-bethesda	2014-04-14	615.0	Yuzu is so much bigger inside. It's a really nice, open space - which is so different from the outside appearances. We were lucky to have an excellent server who answered any questions we had. The sushi was really good (the best was the chef's roll and the eel nigiri was better than most places)  - probably my second fave place in Bethesda at this point, so I was happy. Prices are reasonable too. That said, I'd still go to my fave place first and only come here if the wait was too long. 	3.0
23	yuzu-japanese-dining-bethesda	2015-04-27	237.0	My two favorite Japanese restaurants in the DMV area is Tachibana and Yuzu. Yuzu has the best sushi in the Montgomery county area. Their grilled mackerel is also the bomb, and they have some of the best nigiri sushi in the area. Their yakitori (grilled chicken skewers) are also very well done. 	5.0
24	yuzu-japanese-dining-bethesda	2014-12-31	354.0	Dinner on Boxing Day. The place was mostly empty, there was plenty of staff, but service was still hard to flag down, not particularly quick (I saw our sushi sitting on the pass for several minutes), and imperfect (forgot one drink, and on a pretty small party). Food quality, though, is much higher than the norm for storefront sushi in Bethesda, albeit priced accordingly. (Who doesn't include miso soup in a sushi dinner? Well, Yuzu.)  I'm a little surprised it's held on this long, and could use a boost in attitude, but the food really is excellent. 	3.0
25	yuzu-japanese-dining-bethesda	2014-04-10	619.0	What are you looking for when you go to a restaurant? My answer is service and the quality and value of the food. Unfortunately, Yuzu has neither of those.  Drove from Rockville at rush hour for dinner because my friend and I heard it was relatively new and it has pretty good Yelp reviews.   They left us unattended for about 20min when the restaurant was not even busy (at around 7pm). We told one of them that we were ready and it was another 5min until someone finally came to take our order.  I ordered: tuna roll($6) and eel roll($7) My friend ordered: nigiri combo($28)  My friend seemed to like her dish, but I can't believe my own eyes when my order came. The 6 pieces of each roll were pathetically tiny! They were appetizer size and I paid $13 (before tax and tips) for them! The rolls were only half of what you normally get at other places, and only 1/5 of the roll was actually fish. So you do the math to figure our how much fish you get! I could barely taste the fish so I can't tell if they were good.   I'm definitely not going back to this place to waste my money. Adios!   If you don't mind a short drive, Rockville has better sushi restaurants and anywhere else I have been in DC area is better than this. 	1.0
26	yuzu-japanese-dining-bethesda	2013-05-03	961.0	"The decor is sleek, the menu is unique, and the service is excellent.  They surely have something special here.  As I sit, I can smell wafts of perfectly cooked and sesasoned rice.    It's the soft opening so the whole menu isn't up for grabs.  Unfortunately my attempt to order the ""Stewed Pork and tofu with soy sauce and dashi broth"" is thwarted.  But, I did get to try the Grilled Tofu Skewers with miso sauce.  It said two on the menu but came out with 3.  I AIN'T COMPLAININ' ! The sauces, which there were three of, were all different and fairly subtle;  my favorite being the yellow tinted sauce.  The tofu was grilled to perfection and was truly high quality.   I decided to go with an order of California rolls, crab cake , and sweet shrimp sushi for my entree.  The California roll was what you would expect.  I prefer no cucumber in my roll, which this one had, but to each their own.  The sweet shrimp were VERY food and fresh- I've never had raw shrimp before.  And the crab cake....well lets just say...me and Yuzu have a very different definition of what a crab cake is.  The fake crab that was served to me on top of rice was actually really good though.  I love my fake crab- I eat it constantly.  This is some of the best I've ever had.  I know that sounds weird, but it was.    Had to top of my meal with the Yuzu ""Gelatto"" which tasted and looked more like ice cream.  It was very good nonetheless.  I would definitely go back.  They have some very eclectic menu items that I can't wait to try.  The chef certainly put his heart into crafting a diverse menu. "	4.0
27	yuzu-japanese-dining-bethesda	2014-02-28	660.0	Great quality on the food, lousy service, the servers don't listen to you and let you wait long time for every query.  Updated 2 hours later. Got food poisoning, still recovering :'( 	3.0
28	yuzu-japanese-dining-bethesda	2014-12-29	356.0	We decided to have lunch at Yuzu on Christmas Day, one of the very few restaurants in the downtown Bethesda area open on Christmas Day. They first sat us in the middle section of the restaurant. But we were overwhelmed by the smell of bleach and what seemed like an old wet cloth (ICK); we asked to be moved toward the front of the restaurant. We placed our order, had to wait a while for the food to arrive. The suhi rolls were good. The fried chicken was really good. But the nigiri was mediocre. The fatty salmon was not fresh and had a stale after taste. The Toro had this weird color that we did not even touch it! They were nice not to include the Toro in our bill. Our server was very nice and attentive. The highlight of the meal was the Yuzu ice cream which was heavenly. I would go back there just for the ice cream. 	3.0
29	yuzu-japanese-dining-bethesda	2014-04-13	616.0	OHad a nice afternoon walking around Bethesda looking at the cherry blossoms. Came here for nice dinner afterwards but we were met with slowest service I've ever experienced.  We were sat down at our table 6:30 on the dot but our food did not arrive until 8:00.  When ever we asked for something even simple like a glass of water,  it took 15~20minutes for it to arrive. For a restaurant this size,  2 servers working on a Sunday evening is just asking for a bad experience for the patron and a bad review. Food was alright but I don't think I will he returning here anytime soon.  We ended up canceling rest of our order when we found out they not even being to prepare them. 	1.0
30	yuzu-japanese-dining-bethesda	2014-12-03	382.0	"This place was fine. Not bad, but not great. For people used to great sushi in LA or NY, you will be disappointed. I typically don't trust sushi places that serve ""Americanized"" sushi to have good Japanese sushi. That's not to say I don't like Americanized sushi. I do. But I was told this was an authentic Japanese restaurant and that may be true, but it'd only be considered an average sushi restaurant in Japan. The fish is fine, the rice was seasoned unevenly. Some of my nigiri had too much wasabi and some had too little. If you have a craving for sushi and just can't wait, this place will do the job, but just don't expect it to be great.   P.S. The yuzu ice cream was good. But again, not amazing.  P.P.S. The commenter who said that the sushi servings were only half the size has never eaten at an authentic Japanese sushi joint. "	3.0
31	yuzu-japanese-dining-bethesda	2015-09-22	89.0	Most authentic Japanese food in the Northwest DC, Chase Bethesda area! 	5.0
32	yuzu-japanese-dining-bethesda	2014-11-29	386.0	The best sushi in the Washington D.C. Area......the corn tempura is fabulous Also love the spicy chicken....the panna cotta is a great dessert....My wife who is a Japanese citizen and I think this is the best Japanese restaurant in the area......We live a hundred yards from the most popular Japanese restaurant in DuPont but we go here instead because the sushi is so much better 	5.0
33	yuzu-japanese-dining-bethesda	2015-05-27	207.0	We have been to just about every Japanese restaurant in NW DC, Bethesda, Rockville and Silver Spring and we were so pleasantly surprised by this one! The food is so fresh and they have some dishes that are unusual, perhaps more authentically Japanese, but definitely a treat for adventurous and selective diners.  We loved every dish we ordered, probably 12 - 15 small dishes in all including sushi, tempura, tofu, seaweed salad and many others. The other thing we loved is the great selection of vegetarian dishes including a really interesting tofu appetizer, 3 skewers of tofu with different flavorful sauces, that our 16 year old vegetarian daughter devoured.   The atmosphere is not too inspiring but the restaurant is quiet and spacious which is great for groups or people dining with elderly parents/grandparents who have trouble hearing (as we were).    We will absolutely return to Yuzu asap! 	5.0
34	yuzu-japanese-dining-bethesda	2014-02-08	680.0	A solid lunch and dinner spot on the chain-ridden main drag of Bethesda. Hardly ever a wait, this place is great for the solo business traveler--whether you are in need of a speedy lunch, or a relaxed/slow dinner.   The menu has the usual suspects when it comes to slightly Americanized Japanese. Everything is fresh and comes our rather quickly. The udon I had, while certainly not spectacular, was piping hot with fresh ingredients and a well-balanced broth. Perfect on a cold day.   All of the maki rolls I had were fresh, flavorful, and not at all soggy.   Good service, too. 	4.0
35	yuzu-japanese-dining-bethesda	2014-06-22	546.0	Dropped in for 20 minutes before a Tripper Bus trip, and they accommodated a quick meal (and beer!). Tempura was perfect, and beer selection is pretty good for a Japanese restaurant. Kind waiter. Space is large, so I imagine it'd be good for groups, too. 	4.0
36	yuzu-japanese-dining-bethesda	2014-08-08	499.0	We went in, took some time to order, then waited around half an hour for our food to arrive. One of my friends ordered Yakitori, and that was an especially long wait, so we sat there for almost 45 minutes before everyone's food arrived. The restaurant was half-full on a Thursday night, around six tables, but there was only one waiter bustling about, when they should have employed two.  Food was good - I ordered the seaweed salad and the crunchy spicy salmon roll - but it wasn't anything spectacular, especially for the price. 	3.0
37	yuzu-japanese-dining-bethesda	2014-12-21	364.0	The restaurant is run by the former head sushi chef of Sushi-ko.  While they were going through some teething issues a few months back, I think the place holds great promise, run as it is by a properly trained sushi chef.  I am taking back my critical review after hearing back from the restaurant, who graciously took in my feedback and promised to keep improving.  That kind of customer responsiveness is what will ensure that a business will thrive in the long run.  DC area is in dire need of more Japanese restaurants so I welcome the arrival of Yuzu and wish them all good things. 	4.0
38	yuzu-japanese-dining-bethesda	2014-09-03	473.0	Fine Japanese Dining, you could say. Quite pricey. The servers were friendly, however, they were not too attentive. On a not so busy early evening (the restaurant was pretty empty), it took some effort to flag our server down. The sushi was good, so was the black sesame ice cream! 	3.0
39	yuzu-japanese-dining-bethesda	2014-06-21	547.0	I'm only giving it two stars because our server was friendly. However being dead on a Saturday night should've been a tell take sign. The sushi was awful, and they ran out of cold beer??  The ice cream was pretty terrible, the best thing we had was salmon nigiri. Wasted $110. 	2.0
40	yuzu-japanese-dining-bethesda	2013-5-24	940.0	Have returned 5 more times........had fried eel and avocado role.......tuna, cream cheese,jalapeño role........fried tofu, mushroom miso, lamb chop,tofu cheese cake, Yakitori and my absolute favorite blow torched yellow tail or salmon nigiri....... Ya gotta try it!.......Chef Yoshi is a MONSTA!	5.0
41	yuzu-japanese-dining-bethesda	2013-4-30	964.0	I went to the Yuzu opening last night and ordered Omakase(chefs picks)..We had braised pork, blow torched salmon(no one does this well around here) and the yellow tail scallion roll was possibly the best one I`ve ever had(......Our son who is 7  kept asking for more Yakatori.....I felt like I was back in Japan......Truely authentic (more so then Sushi Taro or Sushiko).....I prefer this to the other sushi retaurants.	5.0
42	yuzu-japanese-dining-bethesda	2014-9-9	467.0	I really wanted to love this place, I really did; greater DC is so lacking in authentic Japanese food and this place - headed by a former Sushi Ko chef - was promising, at least on paper.  As a native Japanese, I have to say that I was terribly disappointed - by the food, the ambiance, and by the service.  First of all, the decor is simply awful - drab is the only word that comes to mind.  I wanted to walk out as soon as I walked in but hung in, hoping the food and service would more than make up for it.  It was not to be.  The green tea mojito offered neither the subtlety of matcha nor the kick of a good cocktail.  The miso soup was lacking in flavor except for an inappropriate sweetness:  even my 10-year son deemed it inedible.  The kimpira gobo (root vegetable appetizer) tasted like it came out of a package.  Ditto the yakitori and tsukune.  The shrimp and vegetable tempura came with a tepid dipping sauce.  My children ordered cucumber rolls and tamago yaki (egg sushi), which were smeared with wasabi and had to be sent back.  I could go on but suffice it to say I do not recommend it.  Very tragic.	1.0
43	yuzu-japanese-dining-bethesda	2015-03-27	268.0	we went there tonight. I ordered the chef chirashi and the fish miso soup. also some tempura to share with my friend. Yuzu is very busy. The food is very authentic and delicious. the shrimp and vegetable tempura is so good that we really want order another one.  one problem with it is its hard to find parking. we finally parked at the public garage at waverly.   The service there is very friendly. The waitress we had looks nice and pretty. We will definitely coming back! 	5.0
44	yuzu-japanese-dining-bethesda	2014-12-16	369.0	I've been to several Japanese owned sushi restaurants and if this is not one of the better ones.  I even question if this is Japanese owned because the server seemed Chinese to me.  Everyone in our party was shocked to see the tiny portions for which they paid too much for.  I don't see the value that another reviewer mentioned.  The sushi / sashimi entrees didn't even come with soup and rice costs extra.  The sashimi wasn't anything special and the pieces were small.  I spent $33 including tax and tip for basically nothing.  One friend ordered the snow crab hot pot and that was small too.  We had 8 people and was charged a 17% gratuity.  If gratuity is charged, at least provide service.  We had to flag the server to refill our water glasses.  There are other places with better food and ambiance. 	1.0
45	yuzu-japanese-dining-bethesda	2015-02-17	306.0	The sashimi was buttery and lovely. Need I say more? Ok, I will. Definitely one of the higher quality sushi places in the Bethesda/Rockville area. It is pricier with smaller portions than the other places, but you get what you pay for. If you want economy sushi because you can down 50 pieces of sashimi, then this isn't the place for you, BUT a must try for a special occasion. We ordered an oyster/shrimp tempura as an appetizer (I think it was from the Valentine's menu); Chef's Chirashi (both delicious and beautiful); and a sashimi/roll combination.  The staff is also extremely friendly and polite. I only have good things to say about this place! 	5.0
46	yuzu-japanese-dining-bethesda	2013-08-13	859.0	Small sushi restaurant but I've been to smaller.  I would say the service is a little slow because there isn't a huge staff but I also happened to visit on a slow night.   The sushi tasted great, very happy with that. On the other hand, the chicken teryaki that I ordered was not amazing. I'll admit that my favorite chicken teryaki is from Sakura Japan (I know it sounds wrong but it is packed with so much flavor). This chicken teryaki did not have quite as much sauce as I would have liked. 	4.0
47	yuzu-japanese-dining-bethesda	2015-07-18	155.0	2.75 stars in my book.   Sushi quality was good as well as the service.  However, the price for amount of sushi you get is ridiculous.    I had a chirashi  bowl for 25 bucks.  Sushi was so thin I could see thru it.   Felt like an appetizer.   Also had salmon sashimi which was delicious but had to pay 40 some bucks. 	2.0
48	yuzu-japanese-dining-bethesda	2014-11-13	402.0	Nasty is all I can say.  Worst Japanese meal and service I have ever had.  The portions of food you get for the money you spend are ridiculously small.  I had the Chefs Chirashi and it is not worth the price. 	1.0
49	yuzu-japanese-dining-bethesda	2014-12-10	375.0	Definitely one of my favorite places to eat around DC. The food is really good and reasonably priced. The staff is very friendly and knowledgeable, and I've never really had to wait for a table or for my food. I usually come here every week or at least every other week, and the sushi has always been tasty and a good value. 	5.0
50	yuzu-japanese-dining-bethesda	2015-07-21	152.0	Last June we cam by and rated this only three stars. Now I must say the service has greatly improved...the food quality and menu selection has expanded tremendously. The last star not given was the pricing. Either increase the portions or adjust the print and you will see how savvy your guests are and will appreciate your talent. We want this place to succeed but it must have an outstanding menu and value proposition! The place must have vibrant servers who know what the menu offers and what it can become. Tako is taking off with Robatayaki, Raku is the family friendly menu for kids. Tamari is Donburi and curry or Unagi heaven, and you? 	4.0
51	yuzu-japanese-dining-bethesda	2014-03-26	634.0	Was expecting a bit more for a Japanese restaurant in Bethesda. Went on a Weds at 8pm and it was empty. Ordered premium sushi and it was decent but not melt in your mouth delicious. Didn't even have a piece if toro. Ama-Ebi was kinda big. Hamachi was delicious.  I'm Japanese-American and have eaten great sushi in Japan and NY so maybe set my expectations too high? 	3.0
52	yuzu-japanese-dining-bethesda	2015-01-29	325.0	Mediocre. I liked the cucumber appetizer, but the salmon and tuna tasted a bit off. Friendly service, but I will most likely not return. The place up the street across from the Doubletree is much better. 	2.0
53	yuzu-japanese-dining-bethesda	2014-11-22	393.0	Very creative Japanese fusion restaurant. They have tasty and well presented tempura appetizers (I've had the corn and the mushroom). Their sushi is good as well. They have some unique miso soups I'd like to try in the future: a crab miso and a seafood miso. 	5.0
54	yuzu-japanese-dining-bethesda	2015-06-27	176.0	Excellent in everything we had. Miso soup the best we've had. Sushi excellent. Service great. Agedashi tofu appetizer excellent. Yuzu ice cream great- we had never tasted that before. 	5.0
55	yuzu-japanese-dining-bethesda	2014-08-11	496.0	The Best of Tokyo Sushi Restaurants arrived in DC!  Yuzu's sushi is remarkable. I started one evening with Omakase. Dish after dish carried me to wonderful world of delight and culinary satisfaction. Then I followed up three days  later with Jo-sashimi,  thick cuts of  fresh fish presented beautifully on a giant butterbur leaf . The service each time was excellent: friendly and competent, taking extra care to make clients comfortable.  Yuzu is certainly the best in Washington area. At the sushi bar made of solid walnut, the chef uses his beautiful pottery and ceramics that enhances the pleasure of dinning.  Rare is a restaurants even in Tokyo that knows how to make people enjoy food also with eyes.   The restaurant is elegant but simply decorated and with taste.  I have recently gone to New York to lunch at Jean George. Yuzu  is its Japanese twin brother! 	5.0
56	yuzu-japanese-dining-bethesda	2013-07-31	872.0	It's been a while since I've gone to a place without knowing the Yelp review for it. I must say I was pleasantly surprised when I visited this establishment. First off, when my colleagues and I came in, I noticed that the servers are mostly Americans. Given that, I thought the Japanese food will be Americanized. However, I was proven wrong.  I ordered their lunch special- the grilled mackerel served with rice and miso soup. When I tasted the miso soup, it transported me back to last year when my husband and I visited Japan. The grilled mackerel also reminded me the day we followed the Japanese salarymen to lunch in Japan. The portion is also huge considering it is fish. The green tea is also very good. I had to check what's in the teapot because it really was THAT good. I thought they were using matcha powder but no they were just using a pouch with a lot of green tea leaves. This place is pretty authentic.  (A Japanese family was also in the restaurant eating. That must be a good sign, right?)  Now, why 4 stars? The service was a little off. The server made assumptions about me just because I'm Asian. She gave my colleagues their soup spoon and was about to not give me one because she thought I wouldn't need it. 	4.0
57	yuzu-japanese-dining-bethesda	2014-12-07	378.0	Expensive for what they are offering 	3.0
58	yuzu-japanese-dining-bethesda	2014-12-22	363.0	I can't say the food tasted bad: tempura are rarely disappointing; i can't say the service was bad either: both waiters were nice. However, the prices are way too high for what we get. Furthermore, you need to top up your bill if you want a bowl of miso soup, a cup of green tea or even a bowl of plain rice to be served with tempura... The fish on nigiri sushi also ordered at the table looked quite dry... Overall there are better places to go to for a Japanese dinner. 	2.0
